#Sourcename     n2hp_max    n2hp_num   hnc_max   hnc_num    hcop_max   hcop_num   hcn_max   hcn_num
G334.694-00.135    2.44187    0    4.97707    0    6.13382    11    3.52304    0
G334.709-00.130    3.54246    0    4.13383    0    5.71605    6    6.60251    7
G334.724-00.653    2.74715    0    2.82884    0    3.09204    0    4.46247    0
G334.838-00.200    5.05327    2    5.90174    3    7.83785    13    7.04998    16
G334.975-00.047    5.27974    1    4.00903    0    8.03783    31    5.73157    4
G335.349+00.413    6.6918    9    5.85698    2    7.09833    17    5.9334    4
G335.586-00.289    64.8086    95    48.9412    96    73.8071    100    50.6299    97
G335.688-00.813    20.2051    73    7.48976    37    14.6463    96    13.3133    97
G336.359-00.142    10.0795    47    13.8999    50    28.2661    100    31.6873    100
G336.461-00.160    5.7018    2    4.68441    0    7.97579    26    6.92749    11
G336.466-00.201    3.60967    0    3.47491    0    3.10765    0    4.03695    0
G336.533-00.157    4.75054    0    6.22669    15    9.7805    40    7.78581    47
G336.538-00.186    8.05711    26    13.1268    56    17.6049    96    16.1517    95
G336.570-00.111    3.4708    0    3.91719    0    8.56683    54    7.74284    23
G336.690+00.104    5.98755    3    5.31598    3    5.12991    1    6.09853    8
G336.694-00.093    4.95934    0    4.22369    0    6.46833    5    2.97514    0
G336.744+00.110    7.47411    5    6.23637    11    8.928    50    11.4569    65
G336.772+00.049    7.56032    13    10.504    58    17.6332    96    19.7254    100
G336.808+00.120    16.3467    41    14.8516    58    19.1957    83    14.5188    79
G336.869+00.295    9.89568    18    7.82384    16    17.9869    67    12.0218    53
G336.871-00.001    27.812    94    34.0344    100    49.0798    100    48.428    100
G336.886+00.045    9.33816    21    10.7333    54    15.358    90    20.0821    98
G336.903-00.163    14.0516    20    9.32285    21    9.59464    50    11.0382    51
G336.957-00.978    21.1617    64    11.8484    58    16.2634    88    14.5583    82
G336.987+00.134    5.19155    1    4.52633    0    6.72161    18    5.29181    2
G337.048-00.079    5.85157    4    6.48495    4    6.74654    13    6.14633    3
G337.084-00.767    6.77289    5    4.83173    0    5.87605    5    3.90351    0
G337.098-00.929    15.4054    38    8.59533    35    13.8911    84    13.8998    84
G337.121-00.177    22.0201    70    40.2361    96    65.0815    100    63.7482    100
G337.134+00.007    20.5307    63    9.82137    45    13.6477    84    8.51108    57
G337.200+00.115    6.69706    6    7.17902    16    11.4752    52    8.22331    34
G337.239+00.224    3.20134    0    3.98452    0    6.69006    9    5.33577    1
G337.280+00.121    12.1254    24    6.72528    7    6.38933    32    8.24156    40
G337.284-00.161    9.53882    16    7.96399    16    7.83256    24    8.52005    43
G337.288-00.110    10.0061    33    6.81861    47    10.4193    94    8.30916    83
G337.298-00.873    21.3622    36    13.0886    34    13.8575    53    11.677    43
G337.346-00.139    15.2626    92    15.2106    99    30.5772    100    14.9743    100
G337.352+00.054    5.30086    2    5.41531    4    7.41872    42    6.38566    21
G337.365+00.014    5.325    2    4.63628    0    4.77138    0    5.13795    1
G337.431+00.074    7.88555    19    9.62362    23    12.4685    85    8.21703    22
G337.507-00.295    5.77511    5    4.98863    0    7.06136    10    5.85442    6
G337.542-00.081    6.60196    8    7.21565    14    10.5491    26    7.04609    25
G337.616-00.060    16.1508    61    11.7445    69    10.4527    50    9.89798    61
G337.634+00.145    6.55175    1    5.48065    3    8.93272    26    8.98487    21
G337.685+00.137    10.7476    14    7.33403    8    6.88428    13    6.57973    7
G337.694+00.026    13.8784    62    8.06074    59    12.8411    98    5.88287    7
G337.695+00.025    6.8577    31    6.81141    8    7.95105    28    5.56451    5
G337.704-00.358    7.66945    27    6.11556    7    7.53132    25    5.45657    2
G337.813+00.008    5.77083    1    6.81265    8    4.47171    0    8.45452    21
G337.873-00.111    6.65897    5    6.74608    2    4.63232    0    3.48218    0
G337.897-00.563    7.87363    10    5.29201    1    5.62554    5    4.93337    0
G337.916-00.477    19.4304    44    38.1218    42    28.2241    33    33.9605    42
G337.922-00.119    8.45644    20    8.59607    29    6.83894    16    7.91587    29
G337.933-00.508    44.756    92    13.3745    49    8.26028    15    8.69253    32
G337.937-00.533    25.7167    99    8.95996    57    5.32677    1    3.75726    0
G337.943-00.007    7.37971    7    3.33625    0    3.38031    0    6.34533    2
G337.943-00.058    2.80877    0    5.69726    2    5.66105    2    7.05204    12
G337.963-00.167    6.80326    13    9.24183    15    6.71356    14    5.62455    6
G337.973-00.519    13.5972    62    7.92996    29    7.415    27    6.12448    13
G337.995+00.128    15.087    56    10.6025    42    5.32747    3    6.42104    10
G337.996+00.077    19.8811    49    19.05    61    21.8152    90    36.4855    97
G338.000-00.150    3.59217    0    3.48398    0    5.90819    8    9.26381    12
G338.037-00.042    5.85637    5    5.2725    1    3.92646    0    4.56086    0
G338.066-00.070    17.8979    47    8.49883    34    5.60556    3    5.89029    2
G338.075+00.012    30.4507    94    8.81216    43    4.68413    0    2.66348    0
G338.077-00.030    6.79934    19    5.53227    1    3.16377    0    2.56943    0
G338.091-00.150    1.99285    0    3.79897    0    2.83729    0    2.1025    0
G338.107+00.023    7.76069    15    5.81581    3    4.74256    0    3.87981    0
G338.146-00.057    1.81975    0    2.39847    0    3.80672    0    2.42447    0
G338.198-00.465    10.7742    27    6.70417    6    4.26867    0    4.00002    0
G338.225-00.510    3.01634    0    4.70417    0    2.70257    0    4.24932    0
G338.304+00.001    5.59354    2    3.59139    0    5.91001    4    5.25534    4
G338.325+00.154    12.632    67    10.5238    83    8.47001    53    7.13438    14
G338.325+00.180    6.09884    2    7.00962    20    7.47923    12    8.89494    47
G338.328-00.410    14.5133    66    9.92595    45    8.17958    16    4.98249    0
G338.338+00.608    13.63    33    9.72634    46    18.7016    74    13.842    70
G338.338+00.609    21.5605    43    15.766    50    26.6931    79    15.1965    63
G338.374-00.151    4.3422    0    4.45788    0    5.86255    2    3.96424    0
G338.392+00.173    22.4097    62    10.6543    77    8.68659    33    10.6048    63
G338.395+00.063    13.1633    24    12.963    62    9.29818    59    11.5534    68
G338.402+00.032    18.6704    42    16.281    87    17.9195    84    17.3513    97
G338.407-00.205    4.1688    0    3.99003    0    6.52236    4    4.09983    0
G338.461-00.244    7.96182    11    6.47461    4    13.8348    88    8.29485    37
G338.497+00.208    9.42555    28    6.3999    11    7.0556    20    5.38627    4
G338.531+00.213    7.84389    21    7.37818    15    7.02209    8    5.70167    4
G338.569+00.109    20.1803    71    11.6287    51    5.87923    6    6.07946    3
G338.569-00.144    9.32395    17    19.8856    57    3.92951    0    29.7616    85
G338.577-00.016    8.56739    18    8.11614    10    10.1272    30    8.73925    24
G338.580+00.050    7.0648    16    6.3016    16    6.89996    24    8.34765    34
G338.596-00.003    7.67142    12    7.40889    25    6.58091    15    8.53121    49
G338.682-00.084    4.42055    0    3.50865    0    6.12431    3    6.90578    12
G338.774-00.461    6.67986    8    7.28563    25    6.49809    15    5.34355    1
G338.867-00.479    9.70804    45    10.0798    30    4.35016    0    4.9787    0
G338.887+00.597    41.0809    79    14.0649    93    14.1546    100    16.3569    99
G338.896-00.663    9.54315    25    9.219    29    7.09853    19    5.4082    1
G338.908-00.196    7.47933    6    5.49622    1    6.47572    9    5.12862    1
G338.924+00.553    82.1007    100    37.6165    100    48.5877    100    27.753    100
G338.934-00.493    24.2878    78    11.4403    69    9.435    32    14.1293    79
G338.935-00.062    10.2975    24    10.3274    43    8.4169    7    11.4541    51
G339.051-00.183    8.43814    17    6.37328    6    5.56885    3    7.87691    23
G339.055-00.316    4.89492    0    3.33438    0    7.11103    17    6.60136    6
G339.056-00.412    6.31441    9    9.6174    52    12.0007    77    12.5068    83
G339.065+00.152    7.20608    13    4.21635    0    6.57719    10    4.99769    0
G339.106+00.149    15.1683    41    12.3753    48    13.5102    49    17.9721    79
G339.178-00.391    7.84738    21    5.77721    9    10.7326    92    9.11537    51
G339.221+00.262    8.59186    19    4.7433    0    6.08159    5    6.6951    6
G339.257-00.006    8.76746    18    8.04502    23    8.23435    10    9.17232    35
G339.258-00.005    5.01644    1    8.16727    8    5.31717    1    7.76888    16
G339.305+00.313    12.7972    29    7.10474    16    11.2165    35    9.26219    31
G339.312+00.231    7.79986    20    6.13929    5    6.43844    11    4.82809    0
G339.398-00.415    9.10872    57    9.83889    52    9.01321    66    7.33638    36
G339.477+00.043    7.18101    13    5.92374    4    6.33781    15    5.71828    4
G339.477+00.185    16.8276    27    10.6409    21    16.9133    32    15.5538    33
G339.585-00.128    38.7117    71    21.7716    82    3.55831    0    10.5404    49
G339.587+00.083    9.05559    28    9.77648    28    9.25615    27    10.2345    75
G339.623-00.122    26.4597    85    28.2085    94    24.0121    75    22.9514    84
G339.747+00.094    8.56613    11    4.92673    0    6.80721    7    5.0251    1
G339.911+00.239    7.7828    5    5.28923    2    6.12104    3    4.98025    0
G339.924-00.579    5.62287    2    10.2915    42    15.7234    82    13.184    68
G339.926-00.084    20.266    65    14.5002    62    17.2714    80    15.3361    91
G339.980-00.539    8.03755    9    10.3078    26    10.6227    52    18.7413    73
G339.987-00.425    2.53415    0    3.88615    0    5.23963    3    6.01869    3
G340.055-00.244    33.0215    92    31.6691    100    42.3292    100    34.9435    100
G340.104-00.313    9.76318    26    7.19059    14    10.4437    71    9.97098    63
G340.183-00.243    14.1836    84    19.2625    100    31.2037    100    13.1912    99
G340.229-00.144    9.5754    28    9.60281    85    12.0462    87    7.19867    20
G340.250-00.045    36.5559    91    34.3533    100    39.398    100    35.0098    100
G340.261+00.532    7.35368    10    11.2044    31    15.1787    89    15.1312    94
G340.299-00.401    11.5277    66    11.237    74    11.5878    97    9.33538    88
G340.311-00.436    10.6901    28    6.66932    17    9.55842    64    8.96533    32
G340.323-00.223    15.2871    56    7.9516    34    10.3232    84    9.15662    53
G340.436-00.037    7.42212    7    6.56178    4    9.76126    66    8.12082    49
G340.632-00.648    10.8776    47    6.56028    29    6.77906    25    7.0719    13
G340.722-00.989    20.9359    87    15.2099    92    22.0008    100    23.1173    100
G340.747-01.002    28.9541    98    20.3803    100    31.0813    100    31.5802    100
G340.823-01.027    12.587    49    12.3734    87    23.0401    100    29.4004    100
G340.901-00.346    6.71027    8    7.65697    34    6.55821    15    7.50024    20
G340.934-00.233    14.2008    53    6.48951    24    9.55912    56    5.8632    7
G340.969-01.022    65.6985    89    38.735    94    62.5532    100    61.8136    100
G340.981-00.351    9.04054    42    6.4986    24    6.14922    5    5.42938    1
G340.996-00.313    8.80056    21    8.66503    21    4.13663    0    4.85192    0
G341.010-00.360    11.615    54    6.42565    21    6.65184    10    5.79594    9
G341.012-00.360    14.4136    46    7.0291    19    6.19859    7    7.07299    12
G341.182-00.276    15.1665    79    11.8629    62    7.96137    54    7.48389    29
G341.236+00.333    9.9054    16    5.40821    4    6.67961    15    7.288    20
G341.275+00.061    7.12585    6    6.34526    2    8.01315    11    9.51135    13
G341.288+00.180    11.1862    52    7.33442    42    6.95958    25    6.01453    15
G341.311+00.192    6.49397    15    4.96591    0    6.48931    15    5.6699    1
G341.599+00.227    6.71972    14    4.1545    0    3.83701    0    3.6287    0
G341.701+00.051    5.17777    1    4.97205    0    11.6837    28    8.18458    29
G341.971+00.296    5.46936    1    4.5805    0    7.56434    17    6.74982    12
G341.973+00.227    3.57158    0    4.78495    0    7.88182    25    4.42039    0
G342.057+00.422    13.4888    42    8.06669    64    8.11345    43    7.22753    15
G342.104+00.399    11.8166    77    9.06825    79    6.29405    5    7.78656    48
G342.154+00.436    6.20828    2    4.9098    0    6.1354    3    5.04856    1
G342.162+00.155    7.35213    4    7.04578    6    14.5959    15    7.06547    11
G342.322+00.293    7.06882    7    6.61164    23    10.5498    52    15.624    94
G342.369+00.140    11.1899    13    5.68892    1    5.60672    4    5.13656    1
G342.821-00.029    5.68592    6    5.92511    1    5.55053    6    7.12343    13
G342.824+00.381    20.6686    59    16.1812    70    18.4573    91    11.2958    48
G343.236-00.070    2.85841    0    4.99455    0    7.56497    17    6.40554    2
G343.501+00.025    37.4569    96    17.9952    97    23.8026    100    24.5099    100
G343.504-00.014    47.2165    90    30.0733    90    29.8677    98    45.909    100
G343.522-00.518    33.8437    81    13.2189    66    10.5619    81    9.86276    54
G343.690-00.017    12.7002    22    10.424    33    10.3588    22    13.3377    49
G343.724-00.182    16.1229    63    9.15383    80    11.6635    74    7.91842    37
G343.726-00.182    21.0665    66    11.3007    50    18.6881    93    11.142    62
G343.738-00.112    18.9013    57    13.3392    76    14.2394    81    12.8368    75
G343.756-00.163    56.1266    100    18.2482    89    13.6454    94    12.1354    81
G343.780-00.235    30.887    97    18.419    88    18.1657    95    12.3804    69
G343.813+00.230    3.66337    0    3.62155    0    2.67177    0    4.98591    0
G343.847-00.099    8.49691    47    7.45091    37    6.03061    12    7.90578    42
G343.869-00.103    10.1589    46    5.46788    3    8.39092    17    7.26186    36
G343.929+00.124    4.00272    0    4.05258    0    6.8074    8    7.51271    10
G343.938+00.097    10.4409    23    4.79853    0    4.16669    0    2.76412    0
G343.999-00.580    13.1333    90    10.4187    92    11.3776    90    7.7489    42
G344.036-00.514    9.81242    81    11.8253    74    14.7688    98    7.09212    16
G344.423+00.045    30.8433    93    24.538    95    26.408    100    25.3523    99
G344.581-00.023    9.09822    15    12.3475    27    22.4756    59    19.0934    49
G344.915-00.229    9.91031    14    9.67911    20    13.3564    35    11.8201    36
G344.990-00.274    14.8085    90    13.3165    96    14.6052    100    9.81465    63
G345.111-00.201    11.586    81    8.36449    44    6.72212    11    5.25616    1
G345.132-00.175    21.005    50    6.30335    11    5.95661    7    5.68943    8
G345.144-00.217    15.8023    50    6.2749    6    4.98766    0    8.52277    15
G345.198-00.031    6.1351    1    5.37675    2    4.67865    0    3.80225    0
G345.241+00.390    5.38623    1    4.28511    0    8.56181    32    7.6285    21
G345.259-00.035    14.9322    53    7.83631    34    3.3663    0    5.23352    1
G345.261-00.418    9.07037    31    7.55289    18    7.59874    31    8.7071    26
G345.338+01.021    28.6776    95    14.9843    98    27.3137    100    30.9309    100
G345.406-00.949    15.677    67    32.8526    100    35.0338    100    76.7271    100
G345.420-00.963    23.2013    61    29.8701    96    30.3867    97    62.7683    100
G345.465-00.932    9.64813    30    7.22483    16    6.44623    9    6.59261    5
G345.487+00.315    57.523    100    46.419    100    58.1784    100    58.4597    100
G345.501+00.843    6.94262    14    6.97513    4    7.08594    5    5.94774    5
G345.504+00.349    57.1258    100    46.3499    100    63.1028    100    57.0443    100
G345.525-00.055    8.48923    13    6.495    2    10.0509    52    11.0772    70
G345.584-00.066    5.29927    1    5.20409    1    5.53947    5    7.05935    33
G345.602+00.009    5.74688    4    6.24089    9    6.36538    5    10.0355    21
G345.650+00.010    5.53255    2    10.0461    23    8.41366    15    6.4175    10
G345.986-00.020    6.64266    3    4.07248    0    4.05939    0    3.79299    0
G346.192-00.079    5.6781    2    4.74602    0    3.54385    0    4.79968    0
G346.193-00.079    5.15999    1    5.20365    1    5.42129    2    4.63557    0
G346.232+00.118    6.87889    6    5.3092    1    6.46197    9    6.93985    18
G346.280+00.096    8.37217    12    7.76191    16    11.2522    40    7.57766    12
G346.307+00.114    11.6579    39    9.53621    34    14.3456    61    12.6903    68
G346.349+00.110    4.02677    0    4.10931    0    5.88367    3    3.15526    0
G346.421+00.278    9.29885    20    4.53445    0    5.29108    3    5.28737    1
G346.483+00.130    4.48254    0    7.24735    18    8.69218    29    7.71301    16
G346.484+00.220    20.1133    48    14.166    44    11.711    36    13.2105    36
G346.524+00.083    13.2221    29    7.93671    34    12.9978    61    10.0476    39
G346.991+00.182    5.02951    1    5.93768    2    6.69787    9    7.5275    16
G347.080-00.395    5.33511    1    5.08216    1    7.77548    17    9.04734    30
G347.212-00.095    12.5949    22    7.55469    19    8.25268    19    9.32808    30
G347.235+00.023    23.8701    37    1.68354    0    4.21173    0    3.45788    0
G347.295+00.132    22.2352    50    11.6997    43    1.16904    0    6.79214    20
G347.599+00.230    21.4003    76    20.0902    80    29.905    100    37.6149    100
G347.632+00.211    9.04702    22    9.85493    43    13.687    48    18.9317    65
G347.682+00.207    13.8476    52    12.1315    48    16.1006    91    9.32516    41
G347.896+00.042    5.50711    2    8.16632    14    12.6876    75    12.5484    49
G347.968-00.433    18.6431    66    11.7899    65    15.9629    77    14.7474    83
G348.146+00.258    6.6989    6    5.68678    1    10.0679    50    9.12491    34
G348.290+00.643    10.7425    31    6.86021    26    11.5595    82    7.56905    28
G348.291+00.641    10.5218    25    7.46818    32    13.8944    89    9.06551    53
G348.351+00.152    4.39166    0    5.46847    3    6.1948    6    7.83303    18
G348.371+00.192    7.8028    6    6.48169    5    5.52147    4    6.63844    4
G348.556-00.938    15.9459    82    15.5098    99    22.2636    100    17.2309    100
G348.615-00.910    54.8486    100    32.8727    100    42.5229    100    39.158    100
G348.727-01.038    33.1698    100    62.4363    100    87.5448    100    110.054    100
G348.750-00.985    46.7102    98    23.1949    100    25.9305    100    31.04    100
G349.068-00.016    3.6045    0    5.52789    1    6.27076    4    6.76215    8
G349.094+00.108    25.5741    91    24.8847    100    33.2066    100    34.1969    100
G349.721+00.122    5.22675    1    6.34387    5    9.96952    25    12.1551    23
G349.728+00.174    3.40208    0    6.02029    3    10.2424    32    5.76803    1
G349.838-00.528    6.6411    9    11.1831    70    15.3175    98    19.8421    99
G349.997-00.501    9.37011    24    8.89772    30    9.128    21    6.71839    12
G350.175+00.015    27.7569    100    20.7922    98    16.8261    99    11.1391    79
G350.183+00.003    25.4988    86    18.9163    100    14.142    86    9.18089    54
G350.218+00.059    12.7335    89    13.562    88    12.8524    99    8.00073    52
G350.271+00.120    10.8247    35    10.1607    39    14.5288    76    7.86654    18
G350.354+00.165    10.1267    44    11.7028    59    11.6108    92    10.3464    73
G350.412-00.062    18.8074    44    9.61059    30    14.1394    81    7.89037    30
G350.506+00.958    14.262    36    20.5452    97    43.5057    100    63.7296    100
G350.542+00.958    13.2677    52    8.23544    31    18.1397    100    18.4677    100
G350.688-00.489    25.8581    78    17.6749    66    16.6871    87    16.5916    64
G350.710+01.027    18.5737    47    10.7393    35    14.9834    79    13.7743    80
G350.720+00.875    8.27398    26    9.03987    37    17.399    96    14.7626    95
G350.727+00.946    16.4613    65    12.5563    93    26.305    100    18.8983    99
G350.756+00.943    14.304    75    14.048    99    30.3359    100    14.2441    98
G350.759+00.484    3.88527    0    5.83203    2    7.55564    17    8.92792    40
G350.783-00.026    3.75103    0    6.83458    6    16.704    45    11.7523    19
G350.818+00.514    6.9342    10    8.10897    27    13.1777    90    13.3904    91
G350.938+00.751    19.0345    91    9.98848    74    13.0536    100    13.4027    99
G350.953+00.552    4.18314    0    5.84681    2    4.83558    0    7.23956    23
G350.979-00.537    10.5617    18    8.21863    28    5.8835    8    10.3393    47
G351.015+00.738    6.81164    4    7.02126    9    9.91094    67    10.9763    79
G351.018+00.569    3.71817    0    6.81268    29    13.7101    98    18.385    99
G351.041-00.336    36.0077    84    21.0029    89    22.1357    71    24.0765    89
G351.243+00.668    34.1724    96    43.6428    100    91.5058    100    120.899    100
G351.382-00.180    5.50795    2    4.46092    0    7.39475    9    7.48847    13
G351.409+00.566    4.77807    0    12.6104    100    19.77    100    25.9945    100
G351.500+00.646    31.8596    100    21.9502    100    31.676    100    37.7622    100
G351.532-00.557    16.6674    86    9.4649    37    8.84908    32    5.67925    4
G351.557+00.208    18.5697    81    25.3262    89    26.7104    100    26.4247    94
G351.560-00.454    3.94963    0    2.57584    0    6.03865    9    3.47747    0
G351.567+00.604    23.4747    93    12.0242    94    25.2749    100    22.8801    100
G351.582-00.352    21.9591    100    15.0033    72    20.3788    98    11.2072    66
G351.690+00.173    9.53761    26    7.25695    14    12.1599    60    11.1336    41
G351.810+00.644    9.13216    14    5.16366    2    9.08467    48    7.07182    52
G352.072+00.679    20.7307    91    12.192    85    21.0126    99    11.7565    85
G352.072+00.685    18.9795    88    11.3819    72    18.0387    100    9.76876    61
G352.121+00.740    17.7877    77    20.6659    98    24.436    100    11.8767    87
G352.158+00.403    7.00297    4    6.8334    4    6.93126    8    8.27381    58
G352.233-00.162    17.9648    34    9.43035    38    12.4851    52    8.5488    44
G352.316-00.444    37.8633    68    23.0445    88    3.94935    0    19.1855    97
G352.393-00.065    4.76361    0    7.32483    24    12.557    89    13.9301    96
G352.494+00.794    30.5079    99    19.5555    97    19.1705    100    25.1226    100
G352.518-00.155    9.80701    39    10.5573    38    19.2343    73    22.1008    91
G352.518+00.769    20.9974    89    8.64691    77    13.8598    61    8.9481    32
G352.579-00.187    29.0823    77    17.0728    91    22.1541    98    24.0424    100
G352.606-00.225    13.8263    48    10.6555    52    17.5899    100    15.3742    99
G352.649-00.342    11.4717    33    7.94207    24    10.7351    39    11.23    38
G352.683-00.121    6.2595    10    10.8063    20    8.98512    15    9.94633    55
G352.684-00.120    8.56737    14    9.19977    24    9.35444    32    11.3549    51
G352.858-00.203    22.2141    82    19.6634    93    24.6628    93    29.2918    98
G352.868-00.142    5.49416    1    6.56697    6    4.9375    0    7.28538    12
G352.943+00.962    17.7883    82    13.3246    86    21.1344    100    16.4424    100
G352.968+00.358    10.5248    56    10.3427    76    15.1708    92    10.174    86
G353.004+00.804    4.70786    0    8.70616    19    12.5341    58    17.5022    83
G353.018+00.854    7.34503    9    13.5781    73    22.0625    99    37.0574    100
G353.019+00.504    32.5547    100    14.8778    100    27.1707    100    31.1443    100
G353.068+00.510    36.4127    96    18.102    100    25.6851    100    31.5519    100
G353.090+00.996    37.8459    93    31.1097    99    47.1695    100    57.2792    100
G353.121+00.951    4.34872    0    8.56358    34    11.3295    64    15.6325    98
G353.140-00.612    5.67337    1    4.47576    0    5.36972    1    6.2807    14
G353.148+00.961    8.98623    14    10.1068    45    14.2243    94    21.7379    100
G353.190+00.905    2.97107    0    14.2408    54    33.3627    80    44.6547    92
G353.198+00.927    16.3447    34    22.4656    100    43.865    100    60.8897    100
G353.206+00.642    4.36189    0    11.4018    69    22.8404    100    30.0921    100
G353.215-00.247    8.95812    26    5.08354    1    9.25014    45    8.20867    36
G353.225+00.649    5.46229    2    8.85453    47    18.3665    100    19.9265    95
G353.262+00.830    4.90656    0    11.2671    67    19.7099    97    28.0826    100
G353.269+00.602    5.76358    1    4.08605    0    13.5435    63    14.0274    54
G353.273+00.643    21.9269    51    27.4447    90    54.3542    100    57.3305    100
G353.322+00.664    5.32105    1    9.632    46    20.2553    87    20.669    100
G353.341-00.289    11.3328    74    8.55709    37    10.6897    98    7.9433    41
G353.369-00.092    15.8989    45    12.4407    61    13.7881    84    6.5845    12
G353.373-00.090    19.0458    66    13.0642    72    17.4153    99    8.19116    45
G353.385+00.433    5.38811    1    5.12545    1    8.00993    19    7.24625    6
G353.430-00.194    6.66408    6    5.5858    4    6.82174    17    7.73956    28
G353.463+00.563    43.0832    66    23.6055    67    4.91312    0    18.0228    61
G353.501+00.673    12.5053    57    9.05232    50    16.8383    93    13.9199    98
G353.547-00.019    7.38997    12    8.77098    45    14.952    75    20.5165    83
G353.975+00.256    11.1804    55    9.38362    36    8.53053    53    10.6768    50
G353.993+00.597    4.28476    0    3.85331    0    5.62289    2    6.61353    2
G354.156+00.100    8.66425    22    7.55188    27    8.80237    50    9.91881    46
G354.184-00.073    5.13165    1    5.47538    2    7.44702    17    5.03883    2
G354.207-00.036    17.3602    58    13.0142    40    14.8603    78    10.2013    51
G354.308-00.110    3.41005    0    4.30179    0    8.52805    14    6.72347    4
G354.344+00.472    14.0133    76    17.9945    100    12.8211    91    10.0487    95
G354.419+00.031    4.163    0    4.52077    0    2.94749    0    4.58296    0
G354.494+00.098    5.36413    1    5.96959    3    8.19095    24    7.33185    10
G354.616+00.471    32.9988    99    27.0039    99    38.7349    100    38.2271    100
G354.671+00.241    4.60251    0    6.24123    7    6.09726    15    8.15726    18
G354.677+00.497    19.4484    47    11.8276    67    17.6222    87    17.6255    99
G354.715+00.552    7.99647    30    8.02539    43    13.2975    83    11.7851    72
G354.745+00.367    10.6989    92    12.006    87    12.7259    95    5.40524    1
G354.746+00.366    11.6917    86    10.5143    94    2.69417    0    5.04819    1
G354.983+00.561    6.65246    6    4.59086    0    6.3656    6    6.77815    4
G355.129-00.302    5.08728    1    4.83899    0    6.88225    11    7.06329    12
G355.183-00.420    36.1149    96    20.2011    98    25.1674    100    22.2128    100
G355.249+00.363    11.1542    43    10.0737    45    11.8658    62    9.98604    48
G355.265-00.270    26.9737    75    10.8961    53    12.6195    77    11.6547    57
G355.412+00.102    31.8848    50    15.0295    43    8.76695    15    14.8787    38
G355.540-00.106    5.20606    1    5.50085    1    3.34347    0    4.34871    0
G355.577+00.288    7.96723    13    6.61987    10    7.49738    9    7.02792    8
G355.589-00.035    9.57643    36    7.57717    15    5.36774    1    6.25002    4
G355.639-00.058    8.19111    30    7.48766    22    8.0578    72    5.98738    5
G355.740+00.130    14.3726    17    3.62852    0    4.1378    0    4.11697    0
G355.740+00.655    11.4136    64    9.57234    74    11.1267    47    9.71252    49
G355.760-00.884    7.87059    15    5.3571    2    8.69083    46    8.26985    50
G355.829-00.501    11.3361    36    8.70444    35    9.3099    29    8.46812    36
G355.935-00.346    9.64669    15    5.84257    4    9.71392    38    6.94269    25
G356.008-00.424    11.6569    21    6.20619    9    15.4677    63    14.8538    79
G356.008-00.758    9.45122    23    8.83243    35    10.1934    67    8.74709    31
G356.232+00.703    15.2611    59    11.1874    54    13.8027    81    13.7929    53
G356.344-00.068    16.1212    58    7.7705    24    12.2923    85    7.6956    53
G356.352+00.227    7.28312    17    6.43968    6    6.50957    23    9.23723    75
G356.372+00.567    11.4596    19    7.20849    17    8.60456    22    7.37028    24
G356.474+00.029    5.39043    5    4.88769    0    5.76081    4    5.85077    5
G356.482+00.190    16.0719    56    12.4566    72    14.2439    93    12.3172    50
G356.597-00.502    8.74895    14    5.50627    1    11.1335    32    7.00097    12
G356.951+00.139    6.5718    7    5.43194    3    7.99598    39    4.81014    0
G357.462-00.339    8.89799    21    4.965    0    3.01456    0    4.09332    0
G357.511+00.183    11.1422    32    9.13445    18    14.6348    88    11.8692    29
G357.554-00.550    28.8736    76    22.7511    86    32.6983    100    32.542    98
G357.558-00.323    17.371    48    12.1245    59    9.74008    29    5.75322    5
G357.585+00.349    5.47589    2    6.14208    3    6.91366    17    6.16567    3
G357.609-00.617    23.8603    69    14.3424    80    20.3191    98    22.4257    100
G357.632-00.325    6.91815    5    8.15602    32    6.0078    7    5.26864    1
G357.666-00.287    7.09742    5    4.1486    0    7.69423    20    4.54144    0
G357.786-00.311    11.8587    51    6.96848    16    9.93382    49    5.36945    2
G357.921-00.337    11.9713    25    9.46491    29    7.6198    8    3.52044    0
G357.980+00.057    5.41306    2    5.28668    3    1.31462    0    4.10322    0
G357.998-00.154    17.5327    56    6.26762    3    5.35763    1    4.53933    0
G358.009-00.334    7.51145    15    4.52229    0    6.18435    3    5.53092    2
G358.276-00.418    5.7593    1    4.73744    0    3.78072    0    6.41934    6
G358.388-00.484    29.0276    97    19.5644    96    21.7107    100    25.5981    100
G358.417-00.474    12.149    49    6.34713    12    9.56927    85    10.773    97
G358.510-00.373    40.3279    100    19.3914    90    15.5557    77    13.8174    62
G358.573-00.306    14.1556    73    13.379    76    12.3249    44    14.8726    100
G358.581-00.191    4.5846    0    7.10741    10    14.8521    100    18.8395    100
G358.591-00.819    11.6683    17    8.28023    3    7.40625    7    5.45875    1
G358.652-00.796    10.1301    36    5.6153    1    5.4242    4    4.87831    0
G358.679-00.454    5.2869    2    9.56353    27    18.3341    82    12.2922    57
G358.726-00.129    9.93253    43    9.44339    67    12.0582    77    10.8851    78
G358.756-00.775    5.81699    4    6.72901    5    3.51186    0    3.94119    0
G358.794-00.127    7.66891    4    2.8484    0    3.25504    0    16.2462    46
G358.807-00.087    9.55759    28    6.47786    9    5.93298    7    5.09208    1
G358.839-00.740    6.03442    1    6.24658    1    9.10687    34    9.64597    40
