#Sourcename     n2hp_max    n2hp_num   hnc_max   hnc_num    hcop_max   hcop_num   hcn_max   hcn_num
G314.906-01.158    5.3899    2    5.33301    1    6.431    3    5.40446    2
G314.993+00.095    6.86202    7    4.76892    0    3.24544    0    3.49922    0
G315.327-00.231    5.00938    1    5.9695    5    9.6538    72    6.533    11
G315.797-00.379    8.56861    23    5.60355    3    2.44745    0    5.14989    1
G316.514-00.576    6.3754    3    6.29465    10    9.77499    69    12.6737    74
G316.539-00.020    4.65238    0    6.93993    12    5.26643    1    7.02283    34
G316.939+00.303    14.8122    16    14.1891    67    21.8993    67    22.6705    79
G317.060+00.260    8.06952    23    10.0929    23    14.3829    64    15.3565    63
G317.287+00.192    4.37503    0    5.42721    1    6.5658    13    10.6546    22
G317.341+00.105    4.79608    0    7.34368    27    9.56004    54    9.58043    68
G317.430-00.374    10.0115    20    7.27821    20    10.9237    83    9.19001    28
G317.467-00.067    14.3687    31    11.2678    27    27.2939    94    23.9898    94
G317.878+00.125    4.6047    0    4.15403    0    7.17613    13    7.06303    13
G317.932-00.199    7.97988    32    6.68216    26    10.7911    94    8.51255    51
G318.723-00.756    6.97551    10    5.06153    1    3.0951    0    5.96459    8
G318.725-00.224    3.20315    0    3.78175    0    5.63822    1    3.45994    0
G319.089+00.459    4.13081    0    4.64404    0    8.6316    24    6.06425    4
G320.153+00.789    5.2897    3    7.67459    25    17.5505    100    21.796    100
G320.244-00.561    9.02408    24    5.45103    2    3.76875    0    4.44359    0
G320.249+00.445    3.27874    0    3.23014    0    9.17145    37    7.37121    14
G320.365-00.282    8.71544    22    5.44428    1    11.2034    57    5.20421    2
G320.789+00.716    5.21541    2    5.12474    1    10.2185    25    8.18571    8
G320.794+00.264    3.38449    0    7.12784    24    8.64681    40    10.6597    81
G321.126-00.266    2.66289    0    4.25747    0    8.83545    9    9.93113    9
G321.703+01.170    22.1999    75    12.9368    76    21.761    100    12.145    76
G321.708+00.059    6.89596    22    9.35593    44    12.8487    49    11.0663    54
G321.720+01.175    19.2053    75    10.4831    62    20.7488    100    15.3533    65
G321.739-00.664    7.4993    5    8.23152    9    7.37277    12    8.95702    20
G322.158+00.636    43.3753    100    44.4759    100    85.7609    100    99.273    100
G322.159+00.635    70.4433    100    64.5282    100    118.27    100    130.652    100
G322.163+00.622    66.4991    89    65.7891    100    123.278    100    112.212    100
G322.899+00.007    5.64414    1    4.4725    0    5.6073    2    5.24276    2
G323.458-00.081    19.9137    40    24.3155    70    33.2823    91    37.3049    93
G323.740-00.264    33.3456    63    19.4397    81    26.7701    100    30.4515    100
G324.200+00.120    13.4454    51    21.5155    94    35.9655    100    36.8613    100
G324.717+00.341    38.3009    46    21.2875    42    21.4017    52    22.6788    43
G324.923-00.570    15.2112    49    13.8668    63    15.788    87    15.8022    87
G325.194-00.085    4.84087    0    5.07902    1    4.4346    0    2.28112    0
G326.283-00.593    7.53632    10    8.83402    21    12.2419    69    7.85838    23
G326.340+00.505    11.8853    16    6.32272    13    7.14131    12    6.90804    11
G326.407+00.927    53.2048    92    18.2456    97    20.7075    99    18.9417    100
G326.446+00.909    9.87343    10    10.7666    89    19.9044    99    19.4684    100
G326.449-00.749    24.7481    42    12.7478    23    15.8461    71    11.1579    33
G326.472+00.888    50.2022    100    21.3518    100    31.3166    100    23.1894    100
G326.473-00.378    25.9362    61    19.488    61    30.5293    94    23.2589    84
G326.474+00.703    50.6049    100    30.7212    100    49.3059    100    44.7885    100
G326.544+00.169    14.6298    34    10.1838    31    11.4956    51    10.7951    44
G326.608+00.799    25.6259    88    14.1379    88    25.0623    100    21.7437    99
G326.611+00.811    24.7317    96    15.0971    92    24.5515    100    19.2203    99
G326.641+00.613    65.7232    100    41.1339    100    74.7674    100    58.2308    100
G326.647+00.748    21.9995    87    15.4435    90    28.6783    100    23.0425    100
G326.653+00.618    76.7978    100    44.6874    100    83.9438    100    63.0532    100
G326.657+00.594    42.6054    93    69.3077    100    125.425    100    91.0187    100
G326.661+00.519    23.252    51    22.9912    84    45.3998    100    55.0782    100
G326.671+00.554    43.9798    79    35.8831    81    56.2622    99    64.0602    100
G326.724+00.615    22.7923    93    31.4579    100    48.4614    100    56.8008    100
G326.754+00.603    11.3509    69    11.8226    75    21.4482    99    19.764    100
G326.781-00.242    24.4199    44    17.6628    47    32.074    77    27.3627    70
G326.795+00.382    14.9785    58    10.5396    47    13.4277    63    13.9578    74
G326.859-00.677    10.6868    20    9.86228    20    16.5027    98    11.6948    59
G326.870+00.071    4.90952    0    4.62507    0    5.73365    1    4.75173    0
G326.919-00.305    13.9443    48    8.47713    41    16.0631    95    10.9637    76
G326.975-00.033    21.1779    100    16.125    100    22.202    100    10.4807    85
G326.987-00.031    20.9498    92    14.5491    96    19.0861    100    11.373    88
G326.998-00.016    10.1088    67    9.93213    81    11.417    92    8.35688    37
G327.110+00.539    8.11305    14    7.40417    18    7.00446    14    5.40215    3
G327.120+00.510    8.11984    30    6.44789    12    4.31626    0    4.91689    0
G327.167-00.356    14.4687    60    10.8688    44    5.62074    14    8.77397    26
G327.272-00.574    38.1854    93    34.0562    100    40.2621    100    52.8306    100
G327.293-00.579    105.901    100    49.12    100    53.0676    100    59.205    100
G327.294-00.195    7.87442    11    7.62275    29    9.84035    55    6.26427    10
G327.302-00.549    32.6655    64    51.1913    100    75.4885    100    92.2618    100
G327.393+00.199    24.4571    47    16.9503    54    29.7823    81    25.5475    81
G327.403+00.444    31.3198    86    19.1477    83    21.3716    93    17.2658    97
G327.475-00.084    4.86067    0    5.2756    1    6.71759    3    4.40534    0
G327.567-00.852    14.1348    41    17.7962    78    33.396    100    35.8089    100
G327.640-00.918    5.96741    9    6.81486    9    3.2147    0    7.64436    25
G327.710-00.394    26.4992    80    11.0077    74    19.6544    99    16.2588    99
G327.732-00.387    29.1529    75    15.1493    96    20.4896    100    18.9531    100
G327.766-00.347    16.2863    29    13.9534    64    20.8518    100    21.5022    100
G327.894+00.149    20.6356    66    16.1561    76    21.5075    98    18.9827    89
G328.052-00.538    6.00525    5    5.78217    4    11.4629    76    9.62269    51
G328.140-00.432    12.392    26    10.5107    46    16.7021    80    11.9427    45
G328.165+00.587    7.2704    12    6.86311    5    8.82734    30    9.5495    31
G328.235-00.547    36.4545    100    17.2323    98    21.8432    100    16.0328    99
G328.255-00.532    33.2941    98    17.538    94    23.5555    100    17.2066    83
G328.256-00.413    14.8704    44    12.5435    66    15.551    88    15.0919    89
G328.307+00.430    32.3506    70    38.0591    95    45.0397    92    66.2326    100
G328.314-00.566    16.5885    74    10.3637    59    9.85057    76    6.58548    22
G328.386-00.311    5.70291    3    6.34068    6    7.22728    14    7.48328    7
G328.420+00.584    4.16478    0    4.2237    0    6.63135    7    5.1779    1
G328.567-00.535    27.5399    58    33.8431    96    52.1257    100    78.2635    100
G328.808+00.632    23.1695    73    32.8845    98    56.1379    98    51.2787    100
G328.899+00.350    10.6779    26    6.5027    6    6.82028    9    4.86407    0
G328.960+00.566    19.3949    56    14.0319    70    19.287    97    16.2213    85
G328.983+00.570    11.3107    60    7.98917    35    10.4885    80    10.7073    24
G329.030-00.202    52.6044    99    26.2706    100    22.1029    100    14.5472    100
G329.065-00.308    42.2479    100    25.1921    99    23.886    97    17.8113    91
G329.184-00.315    36.3931    97    14.6166    69    21.3026    97    14.7281    79
G329.338+00.147    20.5825    93    47.6957    100    64.3327    100    81.2268    100
G329.341+00.128    29.2784    65    21.9425    89    47.4763    100    43.7801    99
G329.406-00.459    25.3601    67    18.6915    69    24.7818    90    28.0341    97
G329.422-00.164    22.6933    66    17.8236    82    31.5018    100    30.4687    94
G329.467+00.516    30.6994    89    22.4992    91    30.838    97    22.6125    96
G329.468+00.503    26.9392    86    20.5272    88    30.7956    100    20.9735    91
G329.524+00.084    15.3815    30    10.7713    26    12.7394    44    11.7888    37
G329.622+00.138    2.80549    0    3.09001    0    2.22773    0    2.50569    0
G329.720+00.804    26.1525    83    13.6329    83    11.5883    71    13.6908    62
G329.735+01.008    22.7061    31    22.8503    62    39.5183    91    41.9471    93
G329.817+00.138    10.9935    34    8.82657    30    14.0917    63    15.3467    70
G329.844+00.751    3.1099    0    3.39258    0    5.76345    2    5.3022    1
G330.191+00.320    3.23741    0    6.14838    2    3.20026    0    4.93129    0
G330.279+00.636    4.16866    0    4.19227    0    8.04155    19    8.45678    43
G330.283+00.492    15.4558    30    10.2744    32    17.3136    56    17.2631    65
G330.284+00.492    12.965    26    9.48973    25    18.4797    64    17.1673    60
G330.296+00.644    4.54962    0    4.02732    0    8.0487    23    7.63372    31
G330.400+00.328    3.81937    0    4.95548    0    3.36266    0    4.31012    0
G330.484+00.352    6.73006    3    5.44815    7    5.95302    4    7.0438    26
G330.560-00.113    5.06048    1    3.95066    0    3.83694    0    3.67687    0
G330.583+00.007    2.20074    0    3.82207    0    3.86987    0    1.95698    0
G330.646-00.176    1.53189    0    3.44733    0    1.78516    0    4.02323    0
G330.781+00.246    8.92466    30    5.7663    6    5.51837    5    8.47026    11
G330.876-00.384    35.4622    71    22.8929    84    42.5363    100    39.4659    100
G330.879-00.368    28.471    80    34.8946    99    29.3675    99    47.6191    100
G330.889-00.460    3.75461    0    6.69994    15    6.00239    21    7.41168    38
G330.927-00.407    25.2668    51    15.813    66    12.0913    44    14.1684    59
G330.928-00.407    24.2338    55    16.1445    52    10.6582    66    14.2635    64
G330.943-00.259    9.93796    60    8.55179    56    8.39625    55    7.52496    63
G330.954-00.183    20.5117    83    44.3391    98    73.5495    100    37.1631    100
G330.955-00.183    14.6796    67    31.7775    91    27.1085    82    25.5266    100
G330.958-00.273    14.4219    37    7.42095    28    10.4846    22    8.04113    15
G331.025-00.103    2.43624    0    6.66473    2    12.3749    72    9.71371    68
G331.064+00.376    2.54567    0    4.61856    0    3.43433    0    2.80648    0
G331.087+00.311    8.99165    30    4.93345    0    6.21316    2    4.19755    0
G331.126+00.368    4.43293    0    4.44235    0    4.63364    0    5.13601    1
G331.132-00.245    33.8124    97    28.0231    97    36.1111    100    25.6035    100
G331.148+00.136    9.43212    23    9.59816    54    8.8935    31    8.46887    65
G331.342-00.346    16.592    48    19.8871    68    32.2127    88    36.2698    97
G331.367+00.577    3.93711    0    4.55385    0    8.42243    17    7.90699    33
G331.434-00.284    8.49823    13    6.62461    8    7.89945    17    6.12417    11
G331.441-00.187    14.7665    59    7.62466    33    9.43536    73    5.82142    8
G331.493-00.084    28.1428    100    18.8471    100    18.958    100    20.6162    100
G331.553-00.123    26.5088    76    14.5713    41    12.5006    58    8.70433    21
G331.561+00.286    4.00928    0    6.27212    6    9.51954    44    8.4413    37
G331.570-00.229    11.5698    29    9.53857    41    13.9026    69    9.85571    43
G332.250+00.184    4.98369    0    8.39285    17    8.30835    22    6.54399    9
G332.413-00.154    4.12876    0    6.15045    7    10.5593    62    11.7963    57
G332.454-00.388    6.17452    1    3.92657    0    5.55495    2    4.02278    0
G332.543-00.124    11.7966    35    11.7611    50    20.7641    100    17.7233    100
G332.583+00.145    5.52663    1    4.82951    0    5.33812    5    5.10338    1
G332.755-00.466    7.62067    9    6.19983    24    14.1507    84    14.2106    97
G332.769-00.008    15.8797    83    7.07113    28    8.0479    51    8.1841    22
G333.016+00.765    79.6763    100    47.5006    100    68.1247    100    55.8762    100
G333.016+00.766    66.5965    100    39.621    100    54.6888    100    47.9817    100
G333.029-00.062    10.0187    18    11.1903    26    4.98981    0    9.70904    32
G333.067-00.446    52.4675    100    28.0199    100    39.8588    100    31.484    100
G333.221-00.402    28.2053    82    20.8304    100    27.0498    100    26.866    100
G333.282-00.488    9.52616    69    9.78613    71    14.3037    100    9.91089    88
G333.558-00.305    19.5111    40    13.7655    68    12.1111    91    11.1297    92
G333.721+00.364    24.7755    87    15.4945    87    18.7336    100    16.4931    96
G333.774-00.258    21.8588    84    16.0173    96    22.8788    98    11.3139    86
G334.138-00.023    4.73847    0    4.91231    0    3.99495    0    5.97962    1
G334.184+00.045    3.53686    0    5.84134    9    7.68895    28    8.60726    29
G334.344+00.049    9.26721    14    14.7255    34    18.6199    71    22.1029    56
G334.647+00.453    8.56846    26    10.4031    77    12.4465    90    10.6966    93
G334.727-00.146    3.17398    0    5.43406    3    5.40708    3    4.15388    0
G334.746+00.505    11.5101    28    9.26671    17    2.53625    0    5.59136    2
G335.005-00.029    6.48732    16    7.55308    29    7.61003    30    5.83358    7
G335.013-00.246    4.71879    0    4.32497    0    6.63322    12    6.60631    4
G335.202-00.382    2.31859    0    3.51758    0    4.73332    0    7.25811    1
G335.263+00.410    3.17074    0    3.53896    0    4.1558    0    4.36319    0
G335.305-00.282    4.8972    0    5.89907    1    6.24929    3    2.39837    0
G335.380+00.428    4.89345    0    7.34223    12    7.38916    17    6.07271    3
G335.394-00.173    3.84386    0    3.74541    0    3.3487    0    3.01782    0
G335.430+00.441    4.28843    0    4.57223    0    3.64928    0    5.40147    2
G335.591-00.272    43.3042    77    33.5149    75    51.4886    90    35.4323    75
G335.832-00.358    3.39047    0    3.27542    0    2.244    0    2.33938    0
G335.842-00.098    3.66751    0    5.20974    1    3.61253    0    5.38942    2
G336.000-00.372    5.6686    4    7.07153    7    11.2088    40    12.1878    25
G336.018+00.207    3.7478    0    5.76077    1    5.33091    1    4.98466    0
G336.058-00.299    3.60817    0    4.0088    0    3.04084    0    4.23245    0
G336.211+00.204    6.75653    8    5.3907    4    5.54055    2    5.10745    1
G336.286+00.425    3.68984    0    3.54464    0    3.0076    0    3.66    0
G336.359-00.139    12.0061    47    15.4107    52    33.763    100    37.4263    99
G336.552-00.195    9.09163    28    6.98563    22    12.8755    77    12.3381    48
G336.807+00.119    10.7342    36    12.0546    55    14.5373    64    11.6637    78
G336.810+00.257    6.60248    9    7.51405    10    10.3189    24    8.82244    27
G336.866+00.003    26.2713    82    32.1077    93    50.8409    99    48.917    98
G336.882+00.010    30.4587    94    29.5148    97    39.2996    98    45.9767    100
G336.902-00.163    20.4807    35    9.84699    37    10.4368    60    9.37571    52
G336.936-00.149    10.1347    23    8.21632    51    8.29031    64    10.7117    66
G336.958-00.978    22.2373    68    12.9115    58    16.1443    94    11.358    74
G337.121-00.175    13.5065    67    25.5157    98    43.1665    100    38.1202    98
G337.174-00.032    21.8043    93    18.8458    100    19.7026    100    11.6589    95
G337.300-00.874    21.2595    39    12.1444    44    15.5493    54    11.9088    41
G337.330-00.499    8.14928    26    8.24001    43    8.78586    49    6.85621    12
G337.388-00.211    10.1424    28    9.7713    35    12.0232    87    7.97593    29
G337.523+00.065    4.45584    0    7.42226    29    9.82419    76    7.64692    48
G337.533+00.149    5.50168    1    6.9921    3    6.18299    1    4.79948    0
G337.570+00.234    5.6579    1    6.13944    1    6.52333    4    4.11525    0
G337.613-00.060    18.135    76    11.1285    85    12.3053    94    12.5413    71
G337.696-00.024    15.2562    66    13.1342    93    10.255    70    10.0973    68
G337.705-00.054    54.3775    93    29.1029    100    22.5749    100    10.5274    83
G337.933-00.506    51.4686    89    13.3906    71    6.82423    5    11.3926    44
G337.995+00.077    15.5351    40    15.7702    48    16.8625    65    32.7832    70
G338.006+00.017    11.156    17    9.82429    31    13.6552    75    12.6587    50
G338.075+00.011    20.2411    73    5.60254    4    2.58734    0    2.76752    0
G338.112-00.192    5.22318    1    5.66147    3    4.16815    0    4.87015    0
G338.125+00.167    11.3369    55    9.94845    56    9.35138    62    9.12777    35
G338.281+00.541    26.5771    68    20.0195    76    39.8872    92    25.8954    84
G338.391+00.171    26.0667    59    12.6343    58    11.1933    65    11.9392    65
G338.402+00.033    21.6415    47    18.7482    88    21.6883    96    18.7321    93
G338.423-00.410    16.4672    67    7.81308    30    5.5201    1    7.2951    11
G338.434+00.012    6.60171    8    11.414    43    15.0284    74    16.1595    84
G338.461-00.245    9.68321    16    8.31577    11    10.5174    78    7.75646    24
G338.473+00.289    12.2181    26    9.23451    12    3.76169    0    7.85611    15
G338.494+00.042    54.9906    97    45.363    99    61.1541    100    33.7936    100
G338.568+00.109    15.9599    48    9.59363    33    6.1797    4    6.9082    12
G338.569-00.145    6.46956    9    22.1989    50    30.4768    78    45.7766    95
G338.850+00.408    20.8722    43    16.1637    58    31.4739    92    31.1683    95
G338.913+00.399    18.8503    75    12.761    59    8.40747    24    13.7645    66
G338.917+00.382    24.7017    87    15.0705    83    11.8673    87    15.0706    89
G339.105+00.148    17.0446    52    14.6218    56    15.9003    65    24.2128    75
G339.467+00.084    4.88603    0    14.6419    46    19.8667    74    17.26    82
G339.476+00.185    16.1429    38    10.3098    39    17.3751    42    14.7311    54
G339.584-00.128    41.2003    82    22.3506    77    18.3867    95    14.8958    70
G339.622-00.122    30.3916    94    24.354    92    21.6569    85    23.6573    94
G339.834+00.633    5.83878    4    5.43012    2    8.15305    34    7.99581    38
G339.855+00.298    9.39401    21    8.48844    25    12.2558    54    11.2771    44
G339.856+00.700    3.50183    0    4.65779    0    7.66286    11    8.79204    19
G339.924-00.084    21.8507    62    13.1171    72    21.3467    83    16.3977    88
G339.969-00.165    5.94936    2    5.39217    1    8.41542    34    8.9951    56
G340.054-00.244    33.4388    93    28.1453    99    41.3905    100    33.6961    100
G340.249-00.045    43.7414    98    38.6024    100    46.5662    100    40.0061    100
G340.285-00.072    3.16953    0    8.96542    16    17.16    62    11.8736    39
G340.296+00.540    4.50817    0    4.24089    0    6.45163    2    6.28693    4
G340.401-00.378    16.0114    91    13.1084    94    14.2236    97    11.5703    87
G340.431-00.372    13.7061    36    9.3336    47    8.13724    28    8.47587    44
G340.764-00.132    9.54446    18    4.73724    0    3.70181    0    4.06366    0
G340.776-00.119    15.1797    68    5.75099    1    5.29875    1    2.58382    0
G340.941-00.274    5.80035    4    6.74114    23    7.59268    16    5.12079    2
G340.944-00.364    5.82621    5    7.41655    21    6.10507    11    6.19996    6
G341.038-00.113    10.3681    54    8.50409    19    6.57834    17    5.32827    1
G341.198-00.220    12.8444    50    8.58023    38    7.50337    28    7.56091    26
G341.221-00.262    30.5808    100    15.4577    99    12.4987    89    10.2364    84
G341.600+00.228    10.4548    22    5.56214    2    4.5182    0    5.47365    4
G341.907+00.050    5.62633    2    3.42879    0    5.63693    2    4.20163    0
G341.972+00.296    5.35495    1    6.0351    1    8.47733    20    5.99073    3
G342.058+00.422    17.7718    47    9.51995    60    9.60204    48    5.93537    11
G342.240-00.315    4.66337    0    4.17939    0    5.35091    1    4.85863    0
G342.246+00.305    7.58074    20    10.6882    56    15.7757    76    24.3686    86
G342.337+00.025    4.87576    0    4.37615    0    5.8793    7    5.40877    1
G342.357+00.108    6.37825    4    7.72675    27    14.1586    47    14.8005    72
G342.369+00.141    8.52207    9    5.17013    1    6.96646    4    4.15703    0
G342.415+00.412    5.59482    4    7.65626    26    12.109    66    13.9734    84
G342.822+00.382    15.8398    55    14.3394    65    16.7892    83    9.89721    40
G342.904-00.120    7.22316    9    6.15174    5    7.23129    8    4.63382    0
G343.127-00.063    56.3512    99    42.9518    100    67.8608    100    40.0933    100
G343.478-00.023    9.92303    6    11.861    14    13.9529    25    25.8206    53
G343.492-00.068    19.5677    33    9.89463    42    8.83689    32    14.1915    63
G343.500+00.026    30.3151    97    16.8452    97    19.8742    100    20.6467    100
G343.503-00.015    36.9141    81    25.3665    90    22.7762    100    35.2494    100
G343.520-00.519    29.0484    82    13.9602    83    12.2279    68    10.3899    76
G343.689-00.018    17.6783    22    10.6667    32    11.4706    32    15.0127    51
G343.720-00.223    15.8674    57    12.3111    53    8.29391    32    12.0633    57
G343.737-00.113    18.1849    39    12.4178    63    6.41041    3    15.6914    75
G343.877-00.104    10.3315    47    7.26543    8    8.1051    31    5.81891    1
G343.901+00.108    3.67975    0    5.0653    1    9.60679    39    6.79027    13
G343.902-00.669    12.8975    63    11.6049    77    6.36294    7    7.88476    55
G344.000-00.580    11.2195    83    10.8297    95    10.5166    86    8.12389    42
G344.221-00.594    49.2355    100    17.8121    100    13.3271    100    17.8092    100
G344.251+00.157    7.47615    14    6.34289    11    4.86562    0    5.23207    2
G344.422+00.046    27.1771    98    20.9467    98    23.4166    100    24.3041    100
G344.578+00.213    10.0451    32    5.17219    1    5.24256    2    6.35046    2
G344.582-00.024    7.90477    17    9.88064    24    21.1258    49    18.1947    53
G344.799-00.648    3.12086    0    4.8557    0    3.71926    0    5.85058    10
G345.004-00.224    42.3465    100    21.8399    100    15.9537    97    13.5829    85
G345.415-00.963    26.719    93    39.5335    100    39.0656    100    87.5308    100
G345.424-00.949    18.7218    55    24.6914    96    27.3918    100    49.0224    100
G345.432-00.724    6.23967    7    5.51206    4    4.5021    0    6.12219    6
G345.488+00.315    38.6301    91    37.9092    100    52.6621    100    49.32    100
G345.505+00.348    50.9423    97    34.2528    100    53.1433    100    44.7416    100
G345.548-00.081    4.53823    0    5.37859    1    7.12638    11    5.64904    3
G345.576-00.226    5.40569    1    5.13048    2    5.31673    1    5.66465    5
G345.649+00.009    5.38368    2    9.39943    17    9.90269    13    5.58492    5
G345.877+00.808    5.39102    3    4.81988    0    3.03394    0    3.11583    0
G346.369-00.648    9.83489    36    5.18193    2    4.99786    0    5.5845    3
G346.482+00.221    19.5665    58    8.41589    31    13.3451    48    11.4006    42
G346.523+00.083    9.43664    18    9.10582    30    10.2459    55    11.1118    36
G346.607+00.030    7.29616    18    8.67414    32    9.21403    37    6.2143    8
G346.971+00.150    5.81556    3    4.50077    0    5.69884    2    5.392    1
G347.125+00.272    4.55438    0    5.11397    2    7.6326    12    7.19134    17
G347.210-00.095    6.23583    2    5.07904    2    3.83102    0    5.56123    3
G347.294+00.132    23.5901    63    12.763    54    12.372    81    8.94097    53
G347.645+00.143    19.6359    48    20.5132    80    26.9817    96    31.5853    99
G347.770+00.146    4.97092    0    3.71475    0    5.77297    3    6.09629    7
G347.850-00.339    8.39972    11    8.00152    35    10.2442    83    7.34645    38
G347.874-00.311    22.253    88    19.3036    100    24.5244    100    31.7734    100
G347.967-00.434    35.3243    96    17.1546    94    24.6435    98    21.4439    100
G348.003+00.072    4.2422    0    3.14096    0    7.83828    13    5.23531    2
G348.160+00.419    14.0484    82    14.3573    92    19.6242    100    15.6905    98
G348.296+00.430    7.2776    11    7.97793    28    8.95781    61    9.92384    69
G348.580-00.920    27.7634    97    17.2185    98    27.8416    100    22.8817    100
G348.613-00.910    37.512    100    22.2484    100    34.3073    100    26.7894    100
G348.777+00.149    11.5019    32    8.04479    21    7.49452    19    5.65202    1
G348.887+00.097    7.01669    4    5.21345    1    6.55987    5    4.40645    0
G349.092+00.106    23.9043    80    23.2292    99    28.062    96    32.6748    100
G349.137+00.024    17.9638    47    13.7522    57    32.721    100    21.3799    86
G349.209+00.107    7.43022    11    3.35737    0    4.8764    0    3.31172    0
G349.352-00.211    1.36472    0    3.03154    0    2.17221    0    2.90722    0
G349.355+00.134    5.03893    1    3.06421    0    3.98365    0    3.76863    0
G349.485+00.124    11.8577    39    9.75084    36    4.94778    0    5.65122    4
G349.797+00.109    11.2759    48    10.1556    50    13.9498    83    10.6681    65
G349.836-00.527    7.45807    8    10.5595    60    15.2202    90    21.6776    100
G350.172+00.030    22.0454    84    16.28    73    13.0128    94    7.78092    25
G350.296+00.123    16.5205    35    10.403    50    13.2083    83    9.2452    59
G350.343+00.117    15.7353    69    15.7518    78    21.0574    98    20.8015    96
G350.410-00.063    21.159    49    10.1015    35    13.2679    74    7.25733    20
G350.498-00.395    7.21703    22    6.82431    15    6.76216    21    8.38209    66
G350.504+00.958    21.9939    56    26.091    93    40.1038    100    71.8191    100
G350.522-00.349    20.7232    73    12.2284    70    8.99128    47    8.06501    26
G350.578+00.367    3.03924    0    2.66303    0    1.9133    0    2.76021    0
G350.598+00.682    5.24549    1    4.12595    0    4.35855    0    6.9753    21
G350.646+00.676    3.49293    0    4.06615    0    5.18022    2    7.3784    7
G350.673-00.073    7.40338    10    4.6034    0    7.20508    12    3.99061    0
G350.679-00.299    4.55776    0    4.47121    0    4.79875    0    6.0889    11
G350.687-00.491    42.375    84    20.5712    53    28.1842    97    20.418    84
G350.724+00.945    22.0321    54    19.5474    94    40.4531    100    27.462    100
G350.756+00.942    13.9883    63    17.926    92    28.9758    100    14.0204    96
G350.782-00.027    3.92809    0    7.04591    7    22.9497    51    15.7449    32
G350.855+00.822    7.38921    8    8.74982    33    13.1643    98    13.5955    100
G351.040-00.336    42.5777    36    27.7906    43    24.111    51    25.2431    36
G351.227+00.692    29.272    91    31.8455    100    60.8785    100    94.2425    100
G351.556+00.207    20.738    72    26.6074    96    32.8455    99    33.5866    99
G351.562+00.186    16.7637    64    15.7358    75    13.9384    72    24.4999    100
G351.565-00.583    5.13535    1    5.1737    1    7.39108    7    6.41211    8
G351.572+00.762    22.0549    97    8.74947    73    11.6877    95    12.4833    98
G351.619+00.079    7.29232    5    2.5885    0    6.11844    6    1.99752    0
G351.881-00.368    4.26247    0    4.05381    0    7.32731    31    4.041    0
G352.035-00.239    6.53333    14    3.65638    0    7.41322    14    8.11257    18
G352.074-00.389    5.40656    1    6.63729    11    7.23881    10    5.93671    1
G352.142-01.016    13.54    69    12.5605    65    8.00761    23    9.32465    59
G352.315-00.443    32.0955    67    19.5724    85    30.8422    99    27.0067    99
G352.492+00.796    28.8004    95    18.5581    98    17.5871    97    22.7442    100
G352.516-00.155    4.35595    0    11.4209    22    11.9858    25    12.4152    22
G352.857-00.203    25.6045    76    23.2996    96    27.7591    99    33.1234    100
G353.010+00.983    11.4008    30    13.1168    73    29.156    100    24.6019    100
G353.043+00.579    15.9215    56    12.1443    55    19.3342    68    26.6247    86
G353.088+00.996    27.946    90    21.6143    99    36.0326    100    42.9029    100
G353.146+00.663    8.28484    28    22.0881    100    41.9429    100    56.3562    100
G353.147+00.629    5.36315    3    13.0804    82    20.1994    97    27.1113    100
G353.164+00.827    14.622    27    23.3393    82    37.2788    98    47.3335    97
G353.190+00.835    13.4561    32    17.4292    83    34.8865    100    38.7289    100
G353.203+00.888    8.50388    10    14.0519    69    22.2346    86    41.1889    100
G353.213-00.248    6.79315    12    6.04316    10    8.16573    17    8.3603    48
G353.261+00.626    10.9128    22    15.6034    45    36.1788    88    40.9805    86
G353.271+00.641    26.0968    46    31.1054    79    60.6282    100    62.513    96
G353.462+00.563    43.1609    80    26.9499    82    41.446    99    30.0122    83
G354.187-00.429    5.58984    1    7.98817    19    8.91325    13    5.79364    6
G354.206-00.038    12.1344    32    10.6828    36    6.6066    11    7.14236    9
G354.364+00.259    7.66254    11    7.12762    8    6.72475    6    8.66364    23
G354.574+00.008    7.97118    12    5.28295    4    5.42379    2    4.92137    0
G354.596+00.468    32.4232    100    18.5423    99    25.7881    100    30.0426    100
G354.615+00.471    20.2599    89    18.5409    94    26.5314    99    27.3503    100
G354.628-00.610    10.706    58    10.5563    76    15.825    95    10.5931    64
G354.660+00.482    27.4004    64    18.5082    67    24.9986    95    32.2432    99
G354.941+00.328    4.43477    0    3.91258    0    2.7455    0    5.07853    1
G355.060-00.478    7.68457    14    6.61989    6    8.34978    45    7.08878    34
G355.182-00.419    41.8181    98    23.0863    95    31.1464    99    24.2085    98
G355.191-00.484    7.72892    15    7.4054    19    10.7482    69    5.78214    12
G355.265-00.269    25.31    68    11.5303    49    13.5334    87    9.30213    44
G355.412+00.103    21.8582    41    12.2102    34    6.67786    8    11.1483    28
G355.567-00.728    3.77021    0    5.9513    2    6.17909    3    10.4489    48
G356.173-00.531    4.38764    0    2.21679    0    5.92963    3    4.00987    0
G356.408+00.126    12.9999    87    12.6948    84    13.9033    91    10.7506    58
G356.426+00.105    9.73975    48    6.13787    17    11.1849    73    7.65472    17
G356.858+00.327    10.6265    20    8.9546    23    13.337    49    12.833    48
G357.460+00.599    3.43428    0    7.8131    5    9.9915    22    10.7916    25
G357.487-00.331    14.4162    60    5.66799    5    4.48793    0    6.23633    4
